TransactionID,UserID,Amount,Merchant,Location,Time,TransactionType,DeviceType,IsFraud
9730c3c9-82c1-481d-b3b6-db8676bdf19b,214,4688.15,Uber,Ahmedabad,2025-06-01 21:49:23,P2M,Android,0
0a153608-4ee9-4846-b9eb-c6b3b09e6bb3,582,2456.11,IRCTC,Ahmedabad,2025-06-01 21:55:47,P2M,Android,0
f28fb33f-503a-4d36-a1d2-5bec3ca234a1,1229,5984.98,Uber,Jaipur,2025-06-01 23:12:56,P2M,iOS,0
1efd825f-8bef-40a8-a884-5228e0a66cd3,1488,7804.46,Zomato,Jaipur,2025-06-02 01:40:47,P2P,Android,0
b50156b3-a59c-4b5c-ac87-ce0cc6056804,566,7133.29,UnknownQR,Jaipur,2025-06-02 01:48:09,QR,iOS,0
4a61bd63-3776-41bb-92e9-d292ce408cc6,439,1189.54,Uber,Kolkata,2025-06-02 02:28:07,P2P,Android,0
b9a72597-c44e-4707-9ba5-d3bf969db10c,1082,2574.23,Jio,Jaipur,2025-06-02 03:45:19,P2P,iOS,0
daa65c99-32e1-456d-8442-4d2ec22d574e,988,5257.71,Airtel,Bengaluru,2025-06-02 04:35:03,P2M,Android,0
a55104c8-129a-4358-b609-fc001a03d55e,1341,2750.99,Amazon,Ahmedabad,2025-06-02 04:37:01,P2P,Android,0
b1ebde2b-c2f5-43a7-a119-72235d676738,1300,8087.99,UnknownQR,Lucknow,2025-06-02 05:43:18,P2M,Android,0
b989e5c9-b349-4e8e-86e6-1876662f0348,1328,3224.74,Flipkart,Pune,2025-06-02 05:44:02,P2P,Android,0
86503209-b980-43d6-a2ee-a9e8a964b7eb,1311,3007.29,Zomato,Surat,2025-06-02 05:45:54,P2M,Android,0
f8d1685e-e94e-4fd6-bdcf-35ae5210c575,402,1563.91,Airtel,Jaipur,2025-06-02 06:59:57,P2P,iOS,0
d8bbb308-2860-4097-9771-c6856e2bd26b,366,6325.01,Flipkart,Chennai,2025-06-02 07:07:15,Refund,Android,0
b172d805-b5e4-4618-bd36-1e81d1559885,681,4731.79,BigBazaar,Pune,2025-06-02 07:57:22,P2M,Android,0
bc6697cf-5f6f-45a3-847c-5c4f57120376,380,6755.42,Jio,Chennai,2025-06-02 07:57:44,PullRequest,Android,0
e403c4e4-b723-4157-85a2-af979691ce53,916,2721.22,Amazon,Jaipur,2025-06-02 08:25:51,Refund,Android,0
f2ea8004-2a7e-414b-9ba6-c5fe0eb368fc,798,6726.38,BigBazaar,Ahmedabad,2025-06-02 09:32:10,AutoPay,Android,0
7c1bd46c-fc53-406e-baa1-851b664554a8,1418,3454.61,Zomato,Kolkata,2025-06-02 09:41:24,PullRequest,iOS,1
d951002b-f51e-4cf5-a1c5-9d799cd46592,1008,5607.63,Jio,Surat,2025-06-02 09:48:21,P2P,Android,0
2e958e04-2826-47c6-b77d-85ec07bb955b,1385,7394.0,UnknownQR,Indore,2025-06-02 09:52:17,AutoPay,iOS,0
01ed4ec6-0a84-4bf2-b297-1505ac5ac74c,179,5665.01,Amazon,Hyderabad,2025-06-02 10:06:12,P2P,iOS,1
e844f961-09a8-4796-afec-0fc051e8f261,1313,6977.55,Zomato,Bengaluru,2025-06-02 10:13:02,P2P,Android,0
2a3daace-97ca-43e6-861b-bdaa6fe23207,1187,4045.34,Airtel,Mumbai,2025-06-02 10:24:04,P2P,iOS,0
201b2c72-955d-4988-8b2f-0d82fde7942c,575,11647.04,Airtel,Jaipur,2025-06-02 11:12:25,P2M,iOS,0
eb295b24-f308-4b44-9a7e-67bca563572a,227,3577.13,PaytmMall,Pune,2025-06-02 11:21:59,P2P,iOS,0
b3fc049c-f6ee-4b58-9dd7-8fc218612f1f,782,1848.82,Amazon,Ahmedabad,2025-06-02 12:15:09,P2M,Android,0
a4453e74-f062-4306-b749-09c347fc4e41,1391,9158.25,Airtel,Mumbai,2025-06-02 12:21:18,P2P,iOS,0
6a5d2fa9-3de8-4a48-866e-1c7f95b8f25d,498,806.27,Uber,Indore,2025-06-02 13:30:24,QR,Android,0
42fd6389-bd22-4f6d-948d-18a7b9981486,1010,1629.58,Flipkart,Chennai,2025-06-02 14:03:59,AutoPay,Android,0
ed6a562d-e85f-4742-be34-22265ad57906,1273,6392.0,Airtel,Pune,2025-06-02 14:17:17,P2P,iOS,0
ef72a2cf-73ae-4507-b9ad-8bd2a78830f3,832,6066.59,ElectricityBoard,Indore,2025-06-02 14:19:40,QR,iOS,0
c972864c-3cb8-4df6-9b69-7105289c36d9,463,4925.23,Swiggy,Mumbai,2025-06-02 15:08:46,P2M,Android,0
c85e850b-900a-4fdf-a61a-f9278d1d4525,861,8688.99,UnknownQR,Mumbai,2025-06-02 16:42:19,P2P,Android,0
03128833-9af4-4bf4-baa3-33998ad34e50,380,1820.4,Uber,Jaipur,2025-06-02 17:11:46,P2M,iOS,0
bc7f09d5-049d-4d41-9f1c-37009c02b881,887,27766.32,BigBazaar,Hyderabad,2025-06-02 17:13:08,PullRequest,Android,0
d923d4a7-7c2a-4aa2-9ec6-15267e146503,520,3228.02,BigBazaar,Surat,2025-06-02 18:07:13,QR,iOS,0
caabff0a-761b-4aeb-8173-02893e0ab7f7,710,1480.31,Amazon,Chennai,2025-06-02 19:14:07,P2M,Android,0
9d837649-21ad-4df8-93e9-43e23115c9d7,1262,1586.33,BigBazaar,Chennai,2025-06-02 19:33:57,P2P,Android,1
1ae7861b-aba4-4deb-99de-f22d1fb6f98a,259,2117.74,UnknownQR,Indore,2025-06-02 20:24:36,PullRequest,Android,0
4ae24395-2db0-41bf-94b4-c86be55e9ed3,68,4472.23,Amazon,Mumbai,2025-06-02 20:39:46,P2M,Android,0
9b552639-188d-4387-9223-4ef6c2a76242,1210,9191.05,Uber,Ahmedabad,2025-06-02 20:54:46,P2M,Android,0
e81e8345-369f-415b-a029-47245ba7cd40,1061,6254.76,UnknownQR,Ahmedabad,2025-06-02 21:41:26,P2M,Android,0
e7c06ce2-f04a-4ca8-80f1-eadf9300bf65,1379,2704.79,Swiggy,Delhi,2025-06-02 21:55:01,P2P,Android,0
8f05144a-8650-472a-98fc-190479c5589a,537,4871.18,Amazon,Bengaluru,2025-06-02 22:24:31,P2P,Android,0
5d1cfc1d-c632-480c-a57e-41be151bdec0,1416,2476.25,Zomato,Hyderabad,2025-06-02 23:00:59,P2M,iOS,0
fead6bef-67a2-48d9-a729-97870cfb3377,682,14016.6,Airtel,Pune,2025-06-02 23:55:07,P2M,Android,0
411e8302-f686-4d77-b993-317c4ccf3a89,1277,12005.56,Airtel,Mumbai,2025-06-03 01:04:42,P2M,Android,0
09769adb-9436-48a5-99ef-38b0ea1a228b,1047,4836.09,Flipkart,Jaipur,2025-06-03 01:16:15,P2P,Android,0
4fac726e-fabe-4a17-a80b-d3d196de15d7,267,3728.26,Zomato,Pune,2025-06-03 01:34:35,P2P,Android,0
3a79e147-3f96-49bd-8be8-edf319f9c7cb,302,3858.59,Amazon,Mumbai,2025-06-03 01:43:02,P2P,Android,0
afc1aca7-40f5-4a96-8c3c-fd5b2ada8b0a,455,11620.43,Uber,Bengaluru,2025-06-03 01:48:20,QR,iOS,0
9a63bb10-06a2-47a2-8610-b634ebd27999,586,3814.47,Zomato,Hyderabad,2025-06-03 01:49:00,PullRequest,Android,0
ecc1fedb-48d7-4314-b331-e754d66180b8,862,6088.2,BigBazaar,Chennai,2025-06-03 02:01:56,P2P,Android,0
4d2fa2fd-032a-4df2-91f9-9c61ec0a106f,380,13590.61,Swiggy,Pune,2025-06-03 02:18:56,P2M,Android,0
b5d3b47d-f5e6-40cc-82d6-5337ae4d92b3,237,5263.22,Amazon,Mumbai,2025-06-03 02:52:28,P2P,Android,0
3ecef889-3d23-4d80-8d24-c08ffddf73ed,1196,3527.73,UnknownQR,Indore,2025-06-03 03:33:59,Refund,Android,0
435903f9-5b6a-4d3d-b061-e1bdea978416,508,3692.33,PaytmMall,Hyderabad,2025-06-03 04:04:46,AutoPay,Android,0
2955479c-26d9-4452-9728-ca8c638b802e,1099,2385.9,Jio,Chennai,2025-06-03 04:54:37,P2M,iOS,0
e9290368-39a6-4d6f-b490-3cccb4c174e9,894,4430.27,ElectricityBoard,Surat,2025-06-03 05:33:23,P2P,iOS,0
0d245647-5640-4049-919d-2a5f2a1f953e,1376,2801.4,BigBazaar,Jaipur,2025-06-03 05:56:42,P2P,iOS,0
963290a0-62ed-4a7d-872d-c80d29cb71c2,23,2451.74,PaytmMall,Chennai,2025-06-03 06:26:01,P2M,Android,0
e56adee2-c979-41a9-acf7-e728d084d6bc,784,5313.07,UnknownQR,Mumbai,2025-06-03 06:30:11,P2P,iOS,0
5eb3e627-8ba1-4dda-b99b-3cf6029d91f0,247,3193.76,Airtel,Hyderabad,2025-06-03 06:46:10,QR,Android,0
71974235-c161-4226-ae9a-4ca5c1409dae,415,1560.98,Ola,Pune,2025-06-03 07:17:21,P2P,iOS,0
75a4dc39-7273-4f85-8a85-11fa49aa8112,1080,3294.49,Amazon,Indore,2025-06-03 07:36:51,P2P,Android,0
70777ff6-739e-4e7b-8dcc-0d6cdf8e6ddd,324,24605.9,Swiggy,Delhi,2025-06-03 08:31:14,P2M,Android,0
100bb707-363a-49c8-b719-c82f4cd03d09,882,4740.0,Flipkart,Pune,2025-06-03 08:36:51,P2P,Android,1
f2e9ca44-f50a-4126-9d0c-9bf7f951a974,244,2238.46,Ola,Kolkata,2025-06-03 09:49:10,P2M,Android,0
a03e6ae0-2b4d-4723-b676-12d5e8ba6e6d,932,3613.11,Swiggy,Kolkata,2025-06-03 11:03:48,P2P,Android,0
f6116a07-293d-4fa1-8e13-dff82d305d1e,601,4261.15,Uber,Mumbai,2025-06-03 12:03:14,P2P,Android,0
ddd993bb-bcc8-4e92-aa39-039c298907a0,267,4719.41,Amazon,Pune,2025-06-03 12:10:51,QR,Android,0
9277a0de-3796-4890-88ca-89ed7bd81251,291,1537.47,Zomato,Delhi,2025-06-03 12:29:27,QR,Android,0
36a5aebf-ff5e-4e73-b2b9-60f1fad77018,197,1970.64,SmallShop,Pune,2025-06-03 12:52:42,P2P,Android,0
e3e23f5e-bb21-43c0-b81f-9f1a4cdd382c,836,4542.31,BigBazaar,Chennai,2025-06-03 13:26:03,P2M,Android,0
9bb40351-3749-42bf-90fa-053d5e96ad7a,326,7851.66,UnknownQR,Kolkata,2025-06-03 15:01:24,Refund,Android,0
dfbe2b5e-b321-4f3b-81e9-6a830bec4586,297,3612.42,Jio,Pune,2025-06-03 16:01:27,P2M,iOS,0
4d076e4c-2ad1-41d5-b4b4-d36a60389148,864,2842.37,Zomato,Surat,2025-06-03 16:55:25,P2P,iOS,0
2221d07b-a21f-4eb1-acb0-552e0ba21e4c,480,3518.92,Ola,Mumbai,2025-06-03 18:20:26,QR,Android,0
4871365b-de5a-430a-8a0e-33b0bea27a45,639,1506.3,Flipkart,Pune,2025-06-03 19:42:41,PullRequest,iOS,0
355369ab-ff43-4da2-aed3-933346546f37,1134,4272.71,Swiggy,Surat,2025-06-03 21:03:15,P2P,iOS,0
d16dfa6d-4487-4b43-b7b4-845d64542aa6,197,3014.04,BigBazaar,Lucknow,2025-06-03 21:08:44,QR,iOS,0
b18ee714-9666-46d5-b598-85c4c1f9eb97,222,7578.79,IRCTC,Chennai,2025-06-03 21:28:59,P2P,Android,0
3a46f4a6-31d0-408f-957d-3827974084ef,910,3876.55,UnknownQR,Kolkata,2025-06-03 23:05:31,P2M,Android,0
3574ac27-8a93-4405-b6b2-0079e431a9db,1471,2994.18,Flipkart,Kolkata,2025-06-04 00:00:01,P2M,Android,0
47740990-c7cb-4723-9861-9e2896032c55,190,1896.89,Jio,Jaipur,2025-06-04 00:55:30,P2M,Android,0
1536ec88-a957-4a43-a6e8-e299c819bf73,116,4037.36,ElectricityBoard,Lucknow,2025-06-04 01:09:29,P2M,iOS,0
79bc541a-c291-4722-ad59-a4df53367226,1127,8156.62,SmallShop,Bengaluru,2025-06-04 01:33:46,PullRequest,Android,1
5c3c6f7f-1761-405b-8306-ce741c485379,1188,7855.5,Amazon,Jaipur,2025-06-04 03:26:49,P2P,Android,0
75499b2b-6d92-4084-b4d6-5199f17f4ef2,1483,1025.38,Swiggy,Pune,2025-06-04 03:44:27,PullRequest,iOS,0
e6b4ac21-a5d1-4e9d-987b-1717372da9f6,965,4462.44,SmallShop,Indore,2025-06-04 04:58:52,PullRequest,iOS,0
7bfa229e-fe1a-43e7-bea3-5a5514574882,1396,5596.65,Ola,Hyderabad,2025-06-04 05:59:19,P2P,iOS,0
3b3d2639-e0ef-4bd2-a35a-604c3c39ba57,1040,8211.74,Uber,Hyderabad,2025-06-04 06:04:57,P2M,Android,0
b75cd405-d35f-416f-812c-01b35f239ace,919,5006.95,Zomato,Jaipur,2025-06-04 07:15:56,P2P,Android,0
ea2b22d9-acad-466a-a440-24cb85669063,1026,529.0,Flipkart,Delhi,2025-06-04 07:29:32,P2M,iOS,0
221e91d9-87da-4180-b1e4-3db51642cfe7,1121,4026.46,Ola,Delhi,2025-06-04 07:47:29,P2P,Android,0
c2042e50-ad73-43e1-b4b5-1c147868f4ad,1468,10026.72,PaytmMall,Delhi,2025-06-04 07:52:35,P2P,iOS,0
d056caf6-9505-4719-8a6d-d9d402396cb9,464,2286.33,Ola,Ahmedabad,2025-06-04 10:11:03,P2P,Android,0
eda0322f-f26b-44a9-bcc8-e7c847ca50c7,621,3605.4,Uber,Bengaluru,2025-06-04 10:16:17,P2P,iOS,0
4578b179-1b09-40a4-94ab-1bd53c2a9614,1265,10376.33,Flipkart,Mumbai,2025-06-04 10:33:00,P2M,Emulator,0
2d2eae7c-fe13-4e1b-9c3a-d7f1f28acb21,429,1480.08,PaytmMall,Bengaluru,2025-06-04 11:32:43,QR,Android,0
61ee4e1b-1820-43de-9985-3a7ef2683a45,837,6249.65,Amazon,Chennai,2025-06-04 11:32:47,Refund,iOS,0
bac47fb7-911c-48fb-b341-855543054352,47,4152.76,PaytmMall,Pune,2025-06-04 11:37:45,QR,Android,0
a6e8f842-af6d-4dc3-9c30-7763502e878a,1169,3366.4,Zomato,Bengaluru,2025-06-04 11:52:31,QR,Android,0
5fd3997e-95e9-4ffd-92d6-f245950bc191,1456,5534.4,UnknownQR,Surat,2025-06-04 13:44:57,P2P,iOS,0
e294a2d5-be5e-4c0b-a639-47f80267d6a5,798,4533.77,Flipkart,Chennai,2025-06-04 14:28:14,Refund,Android,0
14ddb1e6-4a36-45c9-8cf0-5202f9fc9733,1366,3174.97,Zomato,Lucknow,2025-06-04 14:30:16,AutoPay,Rooted,0
6b4bff9d-d2c1-4f79-ad3f-1534231708ed,533,1691.8,ElectricityBoard,Hyderabad,2025-06-04 14:40:51,PullRequest,Android,0
1585276b-f2e2-4cd1-9535-eb64ce07a27c,879,3061.6,SmallShop,Lucknow,2025-06-04 14:45:29,P2M,Android,0
71911ffe-1a80-449b-8c09-9b26d5a604a9,69,5288.72,PaytmMall,Lucknow,2025-06-04 14:48:19,P2P,iOS,0
8d440bca-507d-4c8f-91e9-02d91ce407a9,411,3976.14,Amazon,Mumbai,2025-06-04 15:07:58,P2P,Android,0
c412bbc3-57b5-41f2-aebf-4bc1f2d0c632,1012,7617.02,Jio,Ahmedabad,2025-06-04 15:35:15,P2M,Android,0
ae5668d1-9981-4c3c-a780-901db8ef8d63,1356,2086.43,UnknownQR,Lucknow,2025-06-04 16:05:52,PullRequest,Android,0
a8d96b65-9a9a-4dda-b0cd-9fda47872272,969,4399.63,Amazon,Surat,2025-06-04 17:14:03,P2P,Android,0
8e4bd942-8ef6-440c-9384-b044508a4391,337,8618.47,IRCTC,Lucknow,2025-06-04 17:15:45,P2M,Android,0
9f7bff6d-1a69-4dcf-86c0-ee13b931e521,801,1377.84,Flipkart,Chennai,2025-06-04 18:28:57,P2M,iOS,0
3f16ea59-386e-4e29-881c-e35124e8d274,893,4552.35,Airtel,Bengaluru,2025-06-04 19:56:52,P2M,iOS,0
d32b766f-34fa-4233-bf56-df6a4b351ce2,725,6910.45,Amazon,Kolkata,2025-06-04 21:19:43,P2M,iOS,0
751d10c6-803e-4609-ac83-cab86cf68075,760,3915.52,Flipkart,Bengaluru,2025-06-04 22:35:26,P2P,iOS,0
bfb3b798-0da2-4db4-b685-290f0e8e985a,301,2562.23,ElectricityBoard,Bengaluru,2025-06-04 23:21:15,PullRequest,Android,0
8eee7864-8b28-4adc-bd21-f5230f26e098,210,18825.59,Zomato,Surat,2025-06-05 00:11:40,P2P,iOS,0
74bfb945-2f99-4dac-bf66-8d6fbfc7c5c8,826,4035.02,Uber,Delhi,2025-06-05 00:23:10,P2P,Android,0
e222e92e-cb2b-4804-8ece-fa9eb3e43853,27,7013.35,Uber,Mumbai,2025-06-05 01:09:20,P2P,Android,0
6c5f7235-da41-4505-af99-6525b1b81185,834,1237.81,Flipkart,Mumbai,2025-06-05 01:20:25,P2M,Android,0
0bc2c387-0b1c-4c91-a46e-7a06e15eee26,597,3015.66,BigBazaar,Jaipur,2025-06-05 02:02:15,QR,iOS,0
fcfb7aaa-ae15-4ed4-a014-2ea51b24de37,1232,1032.75,Flipkart,Mumbai,2025-06-05 02:23:02,P2M,iOS,0
a61c0555-8d66-41bf-9f65-bfed69ff5ccd,328,16616.24,Flipkart,Mumbai,2025-06-05 03:00:40,P2M,iOS,1
30a9812f-b808-4ff4-80ce-653348cc41b6,1075,6500.98,Zomato,Chennai,2025-06-05 03:32:29,P2P,Android,0
52444212-c202-45fa-a5c8-c395bbcfe2df,848,4696.6,Amazon,Delhi,2025-06-05 05:18:36,P2M,Android,0
7e4225c6-6390-4563-a4d5-d3854750e0b7,673,2493.58,Amazon,Bengaluru,2025-06-05 05:35:50,PullRequest,Android,0
eea31d52-9f0e-4ba1-a1b2-43f990e76c9a,229,524.43,Uber,Mumbai,2025-06-05 05:40:42,QR,Android,0
e636759c-9ce3-4604-82d0-29d8bbc6912f,41,4469.24,UnknownQR,Pune,2025-06-05 05:41:14,PullRequest,iOS,0
e4899d17-f93c-4dc7-ae77-9bf17e8e0eaf,378,3095.52,Airtel,Hyderabad,2025-06-05 05:41:39,P2P,Android,0
e7b781da-6f3e-432f-b6e2-e3d137a00a76,708,616.18,PaytmMall,Lucknow,2025-06-05 07:12:31,PullRequest,Android,0
530948e4-15a3-466f-897f-75b8ddb09f49,447,4152.64,Zomato,Indore,2025-06-05 07:59:04,QR,Android,0
513df1c7-8d4a-49bc-8be0-3c8fb97b1ae6,1306,8353.16,Uber,Mumbai,2025-06-05 08:09:54,P2P,Android,0
212d3fbf-0ddf-4626-9065-081eacb445de,524,5368.73,Amazon,Ahmedabad,2025-06-05 08:42:04,P2M,Android,0
f361726b-0eca-4ec0-ad44-4bfa03d6c335,303,9745.67,Jio,Jaipur,2025-06-05 09:05:55,P2M,Android,0
932a78bb-5de1-4d34-9188-790589c4b669,795,3851.23,SmallShop,Chennai,2025-06-05 10:04:16,QR,Android,0
10f7bd00-c3f0-48f5-8ea2-939b47f0317a,357,2528.91,Swiggy,Chennai,2025-06-05 10:37:09,P2P,Android,0
c094fec4-b5b1-47a2-a6d1-ee51bf1dd9c9,544,3076.26,Amazon,Indore,2025-06-05 10:48:53,QR,Rooted,0
3e437a23-38bb-4dd4-aa34-308aa6f2c4fe,1213,6611.18,Swiggy,Lucknow,2025-06-05 11:36:45,P2P,iOS,0
662080d3-2a2c-4d7c-b184-f1903dd73032,180,5231.27,Flipkart,Kolkata,2025-06-05 11:41:28,P2P,Rooted,0
916174ea-8cf0-4555-a3a9-19e5ba598592,474,2666.9,Swiggy,Lucknow,2025-06-05 13:42:49,P2M,Android,0
c0b32b86-8886-472d-8b53-be70292c613a,1367,4188.34,PaytmMall,Kolkata,2025-06-05 13:51:02,AutoPay,Android,0
9dcf108a-faf6-4e30-923c-455c7b5f7408,1071,4290.92,Jio,Kolkata,2025-06-05 14:15:04,P2M,Android,1
c9473039-c1e8-4bf6-a206-434fdf47cf9f,664,1234.99,Amazon,Delhi,2025-06-05 14:17:26,P2M,Android,0
5cad3917-4c48-4af2-9e95-127deedbf726,1016,3782.2,Airtel,Indore,2025-06-05 14:40:22,P2M,Android,0
04039f7d-5833-42b4-8f68-12240d715bcc,165,3486.08,PaytmMall,Bengaluru,2025-06-05 15:18:37,QR,Android,0
0441b2c4-d6f7-4e37-82ad-756d7e231bea,1246,5422.32,PaytmMall,Delhi,2025-06-05 15:24:59,P2P,iOS,0
786c9dc2-edd8-47f3-b819-c69f75a2ea7b,1238,28494.39,Amazon,Bengaluru,2025-06-05 16:05:52,P2M,Android,0
605b6a3c-d9e0-4ffa-8221-eb28ad59cc4c,119,3521.39,Zomato,Pune,2025-06-05 17:14:10,P2P,Android,0
5183c079-3937-46bf-9f67-2ca6b0263215,787,3933.02,IRCTC,Bengaluru,2025-06-05 17:57:55,P2P,Android,0
de6e20e4-aeba-4b10-8855-edf494bc9620,74,19762.35,Flipkart,Kolkata,2025-06-05 18:36:50,P2M,Android,0
7ddfe0ee-0c6b-4763-9471-b63bd5872b16,496,1661.53,Zomato,Kolkata,2025-06-05 19:06:39,P2M,Android,0
e46a52d4-62e0-4f4d-bcad-b9f1dcb5daee,31,5207.37,SmallShop,Indore,2025-06-05 19:19:22,P2M,Android,0
8a63d08b-b243-421b-b8e3-b41646c1a9e4,1244,2605.34,UnknownQR,Delhi,2025-06-05 19:31:14,QR,iOS,0
a34b805f-7963-4725-9ef3-fae9fcd8b2a9,910,4266.0,BigBazaar,Kolkata,2025-06-05 20:41:31,PullRequest,Android,0
67783aa4-585d-4d5b-808b-4531a190308a,520,8056.5,Swiggy,Surat,2025-06-05 20:42:09,P2P,Android,0
b4ff136d-b6ab-41cf-acf2-3353abc2efb3,1128,1878.29,Uber,Kolkata,2025-06-05 20:49:54,P2P,Android,0
7cbab8b7-a15c-4556-a217-f7c0bf54186a,1299,6676.01,BigBazaar,Kolkata,2025-06-05 22:28:12,P2P,iOS,0
a72a48b2-4084-4019-a679-ea6a38c3bbd8,1330,5375.74,Amazon,Indore,2025-06-05 22:45:57,P2P,Android,0
f5962dfc-768b-47d3-97a4-164a58006a7f,605,1280.68,Amazon,Lucknow,2025-06-06 00:58:05,P2M,iOS,1
088b92c9-55be-4704-b7b0-df316d8e9aa1,16,5460.04,ElectricityBoard,Ahmedabad,2025-06-06 01:32:18,PullRequest,iOS,0
357dd157-30cc-401c-a0f2-bdbd9372ab5b,827,2889.14,Swiggy,Indore,2025-06-06 03:06:12,PullRequest,iOS,0
45db8925-ff45-4b71-a287-043ec25a09d7,511,1615.65,Amazon,Surat,2025-06-06 03:34:02,PullRequest,Android,0
